500 100000
301 93 1.3389
286 140 9.6258
317 327 5.2319
43 42 0.4865
419 141 4.0226
228 219 5.3653
465 462 7.7727
213 362 3.1633
237 321 4.7801
469 411 8.7479
155 7 9.5325
145 196 1.3141
455 132 4.0376
139 221 1.5272
104 384 6.0624
69 35 5.9541
66 438 7.2454
397 20 1.1527
448 341 9.0543
448 292 7.9882
256 387 2.0747
31 187 4.0115
154 284 2.4760
443 253 1.1802
252 275 1.1365
99 438 6.3041
389 273 4.4023
307 106 4.6366
69 204 7.7294
400 247 0.1658
252 265 9.5444
206 291 8.6256
86 130 1.2480
476 292 6.4182
209 24 1.4252
209 147 2.3129
482 26 1.9283
12 440 1.1268
157 399 4.8069
67 254 1.3634
114 43 7.9753
219 485 2.6046
478 69 5.4341
86 9 2.8949
1 244 9.6420
97 355 8.6236
322 248 4.6510
158 63 6.3649
428 426 2.2278
419 284 6.2867
107 379 7.4634
123 159 1.8433
224 476 2.7511
482 93 5.1184
219 441 3.8998
26 322 1.2011
58 179 1.7935
428 26 2.5963
498 319 7.0944
34 462 5.4351
291 452 2.0525
89 260 7.4235
171 179 9.2333
20 1 9.7975
381 36 4.3945
432 280 4.3016
208 299 4.1692
4 121 5.2934
245 43 0.3634
477 31 1.8542
228 366 1.9593
190 402 7.8938
179 350 3.6530
168 413 8.9380
497 280 1.6162
115 49 3.1541
45 164 8.2275
395 72 4.3169
405 135 7.1025
493 414 3.1227
153 480 1.7008
1 266 9.9745
72 473 5.1288
98 219 8.7292
313 481 4.6378
340 61 9.0927
255 440 3.3473
74 450 8.2635
317 232 3.7115
229 44 0.2634
339 441 3.6124
349 237 1.1542
121 97 8.1776
285 2 3.2475
214 66 9.5887
215 388 9.0963
100 299 1.0617
176 36 3.7046
6 17 6.6484
70 271 4.5379
129 254 7.7342
399 238 8.6268
484 224 3.1103
360 362 4.0704
230 421 2.3713
94 344 3.2648
494 136 8.8816
325 217 5.5862
135 98 6.6822
165 249 1.7918
188 148 4.2881
25 29 1.0166
316 25 9.9871
301 369 8.7688
370 138 1.3557
269 337 9.9787
476 14 0.0986
379 35 2.8066
20 477 3.3496
246 107 2.1459
171 403 2.8098
251 220 7.4611
387 72 7.7163
368 84 3.0050
170 108 6.5416
429 126 5.3640
410 180 6.6672
413 290 6.0093
390 46 5.7799
262 130 3.9675
196 350 2.6950
497 377 9.6063
435 126 5.5996
110 476 1.9878
166 446 1.1432
383 151 4.6007
99 275 8.5423
265 81 3.4654
195 68 4.3740
206 109 9.6103
294 66 5.7217
195 293 8.5783
487 69 5.0086
417 296 7.2739
83 252 3.2394
433 125 3.0239
119 371 7.8918
311 406 9.6329
167 338 1.8560
220 486 0.6638
75 334 7.3579
418 127 8.3007
91 208 5.1707
124 152 4.6127
236 342 0.5886
160 223 7.9055
321 239 9.3499
360 253 4.9834
17 306 7.7379
60 35 3.4177
269 157 9.0236
105 330 4.0900
372 94 5.6791
85 466 6.0039
256 22 8.9129
317 66 4.6256
298 402 7.3908
84 412 1.6974
125 270 1.0840
187 365 0.5352
454 421 6.4153
274 199 0.8067
192 349 2.3970
468 144 3.3828
350 480 2.4345
336 217 7.9744
448 304 0.1857
251 487 1.4560
69 59 1.4055
261 188 6.5698
186 340 9.1357
330 106 4.8804
160 285 4.7147
490 240 8.4051
57 364 9.9034
228 493 3.6785
473 488 3.7018
242 130 5.9564
369 24 2.5799
301 208 6.0036
21 406 9.2578
45 61 4.3522
66 225 1.2144
261 8 7.3832
14 114 9.7865
167 484 7.3719
471 487 4.2466
222 383 7.0979
27 498 9.2550
247 83 0.2672
280 56 5.7387
467 169 1.3610
296 204 3.2233
178 391 2.1016
463 189 0.5086
28 82 2.9385
26 176 8.3312
108 237 0.0895
329 22 9.3450
250 244 6.6293
472 37 4.2479
366 257 5.2798
499 170 3.3138
342 324 2.3270
445 131 1.1120
429 374 5.8410
71 439 3.4446
333 216 4.4338
111 99 0.9488
36 80 9.1179
345 95 6.4032
116 31 5.4810
22 92 2.9866
258 70 1.8770
6 192 8.6091
496 357 9.9357
166 322 5.5939
143 442 5.1666
460 20 9.3724
150 121 7.5575
451 167 2.3320
446 331 7.5075
444 151 4.7634
9 251 0.4702
43 436 2.0353
490 487 2.6968
267 309 3.7005
314 284 1.1349
276 46 3.3370
449 187 3.2051
361 20 0.3109
32 442 0.1693
182 51 0.8094
43 85 0.8447
228 192 0.1743
387 83 9.8217
139 494 4.4642
449 36 9.9370
497 301 6.3363
68 402 6.5850
36 338 3.0737
458 333 5.9916
491 247 5.8355
184 97 5.9856
178 474 9.2047
184 104 9.8176
496 285 6.0424
42 179 8.7086
68 14 6.6480
498 422 0.0837
340 444 5.6201
105 22 6.2477
468 201 7.1385
170 416 3.9855
9 467 0.6444
38 226 2.4085
177 269 7.6160
51 43 1.0436
59 407 8.0783
128 355 6.4453
185 237 8.9911
413 386 4.9337
50 12 7.0538
99 390 4.9273
80 6 2.3728
354 309 6.8709
87 402 3.5131
467 14 9.4135
261 259 1.2023
148 367 0.2511
100 169 4.8228
357 222 3.8787
264 333 4.5753
33 154 8.3366
355 198 7.9751
338 175 0.3598
388 438 5.5166
82 90 6.3734
20 443 9.4527
56 218 3.3295
53 195 1.5769
449 259 1.1951
241 14 7.4333
248 359 1.3070
206 47 5.8884
294 268 9.4082
315 361 3.8028
161 430 0.3969
120 322 9.2748
9 312 0.3011
387 310 6.2406
62 281 1.5816
216 420 1.6524
374 452 8.0835
222 300 8.0812
6 212 7.4552
187 265 4.3147
232 242 8.8092
208 424 8.9274
195 47 5.7098
322 154 5.4521
129 409 1.5031
252 385 9.3989
117 297 6.7598
168 100 2.9573
85 353 2.3264
360 291 6.6901
468 61 0.1684
234 165 1.2166
81 432 1.6195
465 63 5.3739
121 311 1.4868
155 43 3.6850
64 252 1.6245
456 157 5.6923
418 443 2.9425
350 418 3.7056
14 70 6.2887
301 28 6.9186
189 327 4.6144
83 244 5.6060
68 210 3.1526
289 180 1.6716
211 399 7.2762
364 421 7.9338
408 31 1.6789
140 168 3.4027
261 195 1.2074
326 419 0.0393
0 243 8.6988
461 149 7.7787
298 480 6.6463
446 339 6.6016
197 146 9.6279
352 163 6.3691
166 341 5.9721
117 119 2.2780
1 450 7.3360
442 159 1.1629
138 318 9.5979
45 49 1.6777
217 115 9.5028
434 363 7.1091
273 155 3.3249
357 269 5.3004
345 219 3.5873
62 302 7.7027
386 245 4.0683
22 403 3.5648
442 186 6.7047
396 117 5.2953
305 117 8.3111
313 94 7.5220
432 152 9.2236
75 461 8.7433
314 433 1.9162
28 99 7.3985
403 323 5.4620
278 54 4.6274
90 117 9.6447
118 273 4.7057
302 459 1.8317
107 481 4.6416
477 257 0.9410
199 111 0.2522
223 74 5.0108
123 394 4.2102
114 32 9.3633
275 140 9.5847
183 146 8.4008
470 273 7.3389
85 311 7.4660
107 132 7.3423
226 473 9.5958
453 139 4.4385
383 8 5.5418
285 313 9.9198
281 405 0.0263
352 39 7.1622
434 420 2.8893
157 242 4.7132
487 230 7.2555
338 285 0.3065
19 261 1.7192
352 28 5.6984
491 388 6.7040
171 49 3.5200
330 357 7.7504
368 467 8.3290
416 279 5.0753
493 406 1.7475
126 357 6.7349
384 362 5.2420
185 148 5.0908
344 471 0.1367
192 229 4.0892
237 387 6.9442
477 404 8.5268
125 466 1.2398
282 57 8.0134
234 194 6.8633
215 87 1.2401
356 295 5.6003
287 56 9.1804
57 381 7.7452
137 459 0.3678
19 445 6.9090
219 279 1.2490
133 188 5.3941
76 361 7.6985
343 466 7.4677
433 478 6.0522
488 205 1.9724
385 185 5.2548
413 410 3.5301
395 222 9.8742
137 317 2.9418
380 379 9.0844
409 494 9.3398
110 430 4.9241
162 264 1.3315
37 392 0.8210
184 266 8.0119
349 234 3.4854
7 324 7.5887
376 39 1.6771
77 163 3.3823
302 309 8.4654
77 441 3.0777
21 353 7.4618
157 129 8.7936
164 300 4.6060
312 266 5.8450
10 463 7.0597
141 181 0.9315
64 29 3.1479
315 321 1.1354
66 189 1.0219
486 260 6.9619
356 437 3.6007
397 95 8.1168
108 323 1.3547
86 273 5.6461
125 2 9.2809
236 477 0.8836
178 359 4.8879
452 432 2.5643
353 29 6.2504
230 242 1.4002
306 225 2.7655
100 179 9.7473
466 104 1.3052
104 253 5.2687
202 347 3.4267
112 372 8.1614
488 365 9.7757
432 388 3.1315
436 32 0.5617
95 180 2.6489
188 381 3.1092
103 19 6.1895
304 220 1.9455
261 295 3.7301
347 45 5.6965
302 353 7.2831
163 101 6.6142
410 472 7.1682
425 372 3.1012
422 340 1.8549
57 433 5.1566
417 174 2.2510
253 65 0.5865
136 18 4.4929
405 494 0.7633
56 290 6.5462
116 6 9.7673
397 377 5.6061
226 478 6.3787
134 197 1.0417
174 12 2.8049
388 291 2.4000
285 448 0.9118
371 25 9.2568
496 389 7.9909
213 214 8.3462
385 71 2.3222
343 77 8.0057
384 366 5.0056
303 153 5.4032
47 160 8.6409
318 56 7.4193
223 235 0.3951
402 123 7.0982
400 466 4.3677
21 431 1.8842
348 111 3.4948
287 18 3.4116
240 213 5.6371
67 163 7.7520
453 416 6.6017
54 487 1.2153
120 316 5.9117
337 353 4.6847
451 353 9.3198
417 203 7.0518
316 336 5.0305
124 215 7.8673
128 399 9.5492
144 143 5.1696
95 230 4.9885
262 232 0.6612
243 472 2.2153
435 178 4.1087
493 44 5.7372
109 404 8.3832
32 111 2.9989
225 494 7.9035
228 243 7.7194
330 447 0.6873
411 221 5.9588
7 155 1.4413
484 485 3.1949
317 428 9.9736
383 39 2.2859
94 414 6.0151
208 55 9.3308
20 452 9.7789
109 287 0.1608
342 251 3.7470
90 86 6.3822
475 217 9.4303
331 491 4.1013
217 313 8.3025
134 41 1.1452
429 278 1.3524
489 183 6.5126
237 63 3.8482
336 331 8.7776
482 63 8.8649
290 305 7.9296
129 361 5.7408
193 93 0.3097
349 297 4.2821
218 70 3.3668
431 173 0.1796
190 248 7.0773
367 399 0.8738
301 165 8.7872
448 82 8.5666
97 336 6.1373
80 302 5.5870
411 437 7.5622
113 229 8.5292
176 271 8.1733
94 147 9.1482
267 288 2.7214
121 165 0.5405
189 256 4.5650
21 309 7.6271
309 80 5.9561
60 384 6.8213
127 134 0.6215
379 463 7.9028
362 356 3.4041
146 461 6.0992
221 461 7.2766
381 35 8.5416
10 367 1.4436
431 231 8.1968
123 456 3.0445
366 287 4.8563
245 142 5.6931
461 307 2.2456
279 264 1.1224
87 452 7.9353
324 102 2.6823
443 366 2.2214
136 135 6.5638
466 259 8.3619
189 252 5.1588
266 19 0.3844
109 111 1.3282
389 441 5.1664
380 22 0.9467
292 204 0.5455
266 83 5.4459
66 449 4.7796
75 349 8.4300
243 84 0.8690
9 344 4.3660
123 56 9.5080
217 377 3.3966
34 459 0.3659
14 372 3.6409
104 184 2.6307
156 468 1.6199
108 461 9.2996
144 254 7.5281
369 245 9.0991
5 202 1.8250
249 196 4.5045
329 430 7.6902
120 247 4.3000
401 201 4.3009
162 390 4.5805
72 36 9.7145
288 154 1.0270
356 150 4.8516
83 130 2.9485
308 158 1.5720
399 309 0.2550
493 340 2.4038
451 133 0.5841
150 425 2.4186
326 152 2.7596
270 163 4.2486
481 440 3.2119
90 249 6.7193
151 77 6.7192
463 54 4.8411
240 338 4.8647
479 144 7.5242
329 295 8.2561
355 86 4.8534
268 45 1.9942
434 391 9.6742
474 387 9.0497
108 466 6.1675
222 7 3.0076
161 346 1.1300
246 245 3.1723
458 499 0.5839
272 152 4.5403
142 331 5.8878
459 8 6.0615
365 457 0.5852
416 185 2.6677
152 127 7.6149
409 439 1.6978
89 110 7.4414
287 26 0.5459
446 256 7.9210
135 35 9.0759
499 366 2.8077
404 337 4.0440
30 458 7.9301
207 366 2.9722
312 147 3.3005
226 381 8.0647
446 292 4.7727
299 43 9.0282
497 450 8.5339
183 375 5.6343
5 112 6.5690
319 57 5.4611
467 74 3.0918
375 70 5.8957
383 127 9.7515
381 400 3.9976
312 68 8.2208
34 15 1.4044
148 22 5.3577
38 15 1.7771
229 9 1.5380
88 217 2.9265
457 460 1.8435
345 201 3.1940
343 79 2.8311
484 464 4.4892
29 239 8.1637
227 409 4.9775
168 332 3.5239
134 153 3.7063
266 473 9.2599
292 383 3.7875
309 205 6.7653
402 238 6.5287
261 183 9.9246
286 175 6.8406
236 5 0.1079
302 220 5.0348
196 200 8.9513
406 285 2.2747
278 420 0.8640
418 407 4.9786
108 475 7.0727
329 171 6.2271
78 320 9.3421
427 24 1.7339
59 458 6.3469
216 61 2.5126
244 357 2.0783
325 79 3.7227
128 274 2.5250
201 244 1.2099
465 372 3.5284
85 187 9.1839
478 85 1.5371
457 9 6.5928
148 496 9.3336
205 357 2.9643
324 404 8.9079
348 398 0.1994
466 281 8.0967
58 471 4.7643
260 82 4.1240
350 215 6.2679
221 463 9.8674
443 61 3.2693
130 396 2.5817
224 327 9.7661
429 365 9.7249
150 375 3.2851
453 471 9.4963
217 167 2.0500
220 7 9.7616
30 7 1.3776
235 33 2.5647
345 468 5.5741
21 347 8.6757
92 408 6.9865
247 264 9.8444
21 243 1.9634
50 208 0.1104
425 292 7.2736
428 411 1.3206
479 177 3.9519
382 488 1.9810
314 176 6.0625
184 314 4.4172
181 390 8.2384
449 69 3.5283
36 492 8.7637
245 51 4.2332
184 308 7.5601
176 132 2.9103
301 270 8.7850
329 24 5.1292
294 453 2.5999
339 129 6.0414
436 489 7.5316
337 71 9.8162
214 321 9.4490
260 277 8.3593
352 46 8.3011
468 483 8.1243
91 473 7.5694
266 263 2.2745
11 370 1.2182
444 251 7.6269
476 294 3.8222
158 74 9.9286
49 476 2.0211
104 330 6.3918
46 235 0.9764
104 290 5.0341
26 307 5.1334
153 295 3.1614
16 295 7.8136
349 435 0.0898
393 300 7.9752
65 331 8.9771
478 5 4.7499
200 100 7.6544
187 112 2.9651
106 228 0.7714
94 489 8.4122
331 367 1.1622
293 145 6.6705
36 96 0.9475
431 216 8.6690
400 391 3.2014
407 7 6.1139
0 445 7.6794
365 15 2.3176
104 446 3.5094
479 426 8.2531
20 371 3.2593
119 62 6.2539
402 249 6.3620
407 300 2.1778
53 210 0.7026
351 434 7.1608
53 45 4.8931
13 89 5.3855
331 99 2.3907
28 42 7.7042
472 209 6.8695
356 226 4.4540
284 51 9.9764
410 487 9.0397
215 443 6.5565
248 160 2.0550
98 176 3.5877
147 243 4.8582
138 199 9.6193
285 160 4.0631
471 256 4.1180
230 265 0.1783
232 180 0.2011
367 389 1.9583
381 217 8.4886
415 403 7.1255
90 396 9.2311
65 473 1.2971
278 171 8.7294
11 138 5.3159
466 144 5.4675
448 284 3.4966
335 251 6.7295
306 387 4.3875
213 188 2.2020
470 109 4.4064
426 333 0.5760
107 171 7.6462
113 202 2.4195
179 227 3.7828
1 32 2.2937
142 63 8.4520
338 169 4.7808
297 103 2.3802
375 252 2.8153
143 394 3.3810
440 408 6.6570
438 43 9.7981
349 85 4.5737
329 206 7.7086
357 473 0.1907
146 123 0.1517
149 208 5.8620
376 422 6.1253
436 269 1.7830
0 341 6.4542
294 249 9.5989
493 475 8.2057
364 239 6.6458
48 23 0.7711
397 244 0.0895
196 36 3.8723
129 359 0.4803
159 174 4.1871
369 284 3.4171
48 119 2.8449
65 141 5.6110
177 403 6.8662
13 194 8.2404
339 371 7.7454
462 153 0.3889
260 455 8.1038
240 460 5.5909
263 351 5.6558
193 398 8.2975
17 324 5.6655
305 394 6.2145
224 314 9.3954
431 425 8.2789
48 52 0.4272
184 26 4.0538
182 197 5.8334
439 67 4.4872
325 478 7.4620
81 299 4.9827
367 318 3.0685
475 273 5.9615
99 281 6.6211
425 150 2.2582
449 374 0.3094
50 308 5.5720
0 101 5.9415
212 169 1.9466
369 111 1.0968
431 177 3.5838
16 286 0.4051
202 455 3.3030
359 425 4.9003
305 157 4.0629
162 400 4.4443
77 229 8.2423
49 308 6.8235
222 183 9.2642
283 494 8.1280
63 310 8.4074
256 98 7.5745
116 12 2.7356
332 107 9.1775
26 48 4.5530
216 80 4.0590
427 291 7.8108
456 105 2.5726
394 83 2.9945
450 297 9.9113
92 366 8.4003
55 250 3.8309
360 271 4.1959
194 358 7.6621
20 370 2.2877
379 153 5.9548
177 83 9.1364
338 100 5.8811
430 465 5.7519
101 311 4.4410
265 96 5.9931
86 325 6.8992
33 197 7.3884
117 259 8.2992
366 379 8.3741
257 109 6.5502
199 376 7.2193
175 434 8.2883
377 297 5.9754
278 103 7.6812
358 121 9.1626
430 317 7.6447
25 485 9.8635
435 83 9.3103
376 361 5.5247
454 139 7.4394
401 323 5.9972
207 416 5.6758
349 290 7.5627
37 66 0.0573
387 322 1.8472
323 458 4.6190
380 373 4.8238
138 128 2.4207
230 337 9.8019
99 262 2.5576
335 99 9.8705
41 333 7.4913
73 152 9.5282
280 444 1.8133
330 30 4.5237
180 416 4.6261
252 350 1.9215
70 417 2.1888
15 16 7.3496
403 446 3.1072
319 233 3.1236
51 434 5.3021
145 87 4.5398
212 120 1.1751
293 309 9.5454
51 96 2.3523
223 251 0.6168
24 329 1.5350
62 473 3.3492
470 454 1.1533
195 419 6.1471
70 369 7.2106
439 199 7.2872
397 201 3.9561
300 36 6.8436
317 10 3.8486
490 464 2.5128
348 375 4.3219
6 239 7.6898
462 398 8.7903
332 45 9.6784
451 324 8.6390
338 27 6.9850
22 6 0.3568
49 6 6.6092
55 174 3.1782
85 247 9.6721
12 265 1.5601
419 408 0.1674
85 22 3.6895
135 1 0.6941
406 322 4.7744
24 427 9.6938
68 483 4.4321
20 363 4.0821
280 232 6.8476
59 66 4.8553
398 172 2.4751
161 473 6.0963
408 86 2.5465
223 360 6.7471
204 258 4.6320
287 330 4.1370
441 269 4.4593
159 107 5.0974
442 137 7.8092
470 325 7.3443
65 402 9.9631
446 24 9.9751
201 425 3.8079
474 108 6.0952
344 164 4.7977
232 466 3.1572
157 478 7.3415
313 215 2.8264
470 238 5.5106
314 171 8.9852
126 451 8.6824
223 217 7.3357
224 336 3.2991
211 17 6.1209
308 284 7.8899
284 311 4.3115
69 309 1.6232
424 98 1.7674
151 55 3.6483
411 352 1.3920
180 45 4.5164
176 113 8.4523
488 71 0.7608
299 123 9.5843
256 35 5.2034
46 151 6.1587
95 363 5.8335
71 128 1.8984
332 35 0.4659
43 78 5.7450
425 440 5.8042
281 482 9.7115
360 484 7.4883
252 353 7.4700
59 228 5.3979
454 53 4.2401
129 485 3.7114
383 438 2.4490
165 337 5.7477
269 392 9.3126
47 494 5.3503
432 353 6.0169
419 18 4.4889
202 297 3.8600
336 157 1.8491
273 170 4.0134
459 365 5.2665
37 455 5.1984
492 229 9.8101
407 348 1.0315
213 386 4.1837
498 334 4.4117
108 131 2.7547
260 355 6.7338
81 237 0.1667
449 247 3.3519
316 352 1.7574
499 469 2.5504
309 150 9.2735
335 432 3.0380
0 97 8.4248
430 145 0.2897
320 323 5.7041
409 306 4.2310
261 203 5.8792
100 129 7.0758
261 101 4.4888
474 494 3.3554
66 481 9.8103
334 344 0.9578
305 479 1.7416
347 69 4.2772
479 33 4.1052
402 327 6.7666
458 216 8.1062
353 144 6.2554
220 446 4.2020
77 499 4.7882
423 431 6.8355
298 291 6.0805
410 38 0.0808
381 214 3.0202
349 194 5.2285
230 275 3.5737
354 398 5.0025
67 427 2.4567
139 217 5.2246
126 437 7.5691
279 232 3.3136
123 185 3.7531
389 386 2.6791
217 481 5.4645
472 455 3.2012
146 302 5.9755
307 341 5.4760
1 123 6.3398
0 434 3.0676
261 351 1.3625
477 362 1.4750
471 201 3.9412
380 426 2.9773
372 306 4.4834
249 403 0.7045
232 255 4.4300
314 490 7.9101
115 328 7.6521
245 171 2.7877
288 38 4.9076
67 372 8.9206
241 362 8.9235
402 441 2.5097
151 156 3.5794
276 160 6.8781
236 476 2.0128
333 460 8.1203
212 44 3.7154
62 330 8.9739
107 242 4.3422
369 315 4.5137
14 375 9.7690
122 492 6.5267
283 97 0.5839
211 426 5.5153
420 217 2.5836
498 307 1.5784
135 153 7.8020
37 201 7.8743
4 499 6.1217
80 11 4.5017
349 53 8.8571
367 361 1.2496
84 60 4.7819
429 464 6.7482
391 207 2.6705
488 329 3.3813
69 473 9.1059
346 136 7.2334
398 95 3.7312
232 24 8.9592
487 124 7.7662
464 343 6.3441
17 454 0.3863
300 415 3.7286
195 132 5.0115
114 377 8.3312
71 488 3.1914
427 270 4.1184
376 228 4.1929
136 473 8.5629
257 136 0.8669
103 310 4.9076
339 7 6.0988
248 253 6.3876
444 295 2.5348
346 189 5.2860
52 346 1.3036
22 370 4.9946
459 220 8.1405
334 33 5.1139
175 477 3.7160
435 100 0.0932
419 460 6.2801
171 238 6.1095
69 444 0.2195
77 458 6.2466
58 362 3.9425
478 201 6.4143
224 39 5.2430
256 19 3.6456
299 100 6.5008
193 130 0.3899
455 462 5.2403
451 347 4.7539
338 36 6.1716
410 264 9.9985
420 57 1.3667
326 382 8.9172
87 156 3.6606
20 17 7.4488
323 203 0.3975
374 147 3.0119
375 199 2.9698
368 418 8.9544
341 436 9.5428
69 10 4.2643
208 457 9.6285
442 387 8.0936
72 30 9.9093
246 10 6.6506
153 290 3.2183
181 209 4.7022
396 2 4.9202
313 278 9.5509
201 295 1.4094
269 89 3.7038
193 318 8.8545
45 323 0.7548
461 316 9.9399
8 93 2.5781
91 197 2.2710
122 411 9.6754
17 24 2.7970
41 303 1.9166
459 272 0.4612
62 223 0.8199
111 265 1.2860
465 277 0.1367
490 286 5.8649
245 38 8.6321
78 41 8.4172
433 197 1.7213
71 322 0.3418
262 82 1.8948
217 136 6.5884
124 347 1.1021
379 40 8.1853
293 358 8.7409
472 363 3.9104
373 91 7.8100
385 278 5.4528
434 467 7.0705
479 390 7.5113
325 308 6.8054
100 388 6.9286
195 327 8.0179
394 105 5.9696
190 370 0.1202
253 78 6.2599
199 70 2.2518
331 462 5.8666
306 290 6.8997
205 16 0.3887
327 71 2.2843
144 339 7.0976
219 96 5.2834
100 407 0.8828
344 466 5.9078
441 318 3.2638
404 412 4.7444
194 24 2.9348
475 121 5.2424
430 282 8.8061
247 396 6.8715
239 65 8.6016
303 80 4.0410
400 317 9.9881
8 135 8.2171
479 263 7.3247
206 139 0.8588
332 223 5.3551
423 224 5.4392
4 50 9.5510
451 103 9.1767
70 476 7.8209
154 182 9.1997
87 294 4.0646
206 107 5.4234
468 438 4.4429
438 164 4.8343
283 130 6.1397
369 60 1.0564
195 490 2.4713
33 468 9.5340
95 342 8.7364
490 481 8.9601
487 420 7.5918
107 316 0.4215
489 278 5.5973
356 309 1.4906
92 413 0.8162
147 180 4.8396
143 401 8.2838
284 379 5.8333
436 445 9.6622
431 87 9.6809
135 383 5.6549
475 394 0.5154
9 429 9.5688
362 386 1.0412
100 463 5.6384
85 132 7.7199
271 400 5.3125
6 257 2.9993
288 234 3.6341
334 163 2.3691
164 173 0.3993
113 416 8.1566
107 430 0.2410
260 133 5.1001
112 183 6.4948
131 463 3.4117
358 205 7.5883
46 488 5.3650
264 374 4.4999
143 326 5.0404
474 361 0.4344
91 37 4.7567
497 493 5.9452
22 354 8.0965
124 19 1.5201
5 346 6.8563
272 358 2.0813
394 103 2.5636
490 473 7.6442
385 339 5.3760
39 257 0.2199
144 205 1.1349
25 440 4.5257
276 254 6.0411
212 35 6.1860
438 415 2.8274
17 50 2.4222
405 234 1.6367
399 358 1.5074
3 330 0.6460
277 64 0.6689
378 460 6.8036
151 84 9.9601
125 172 2.2139
47 11 7.8769
239 264 2.5554
104 89 9.1585
236 69 5.7463
480 81 4.9125
419 179 5.6650
11 383 5.3987
408 242 2.2692
123 379 9.4435
202 123 8.7356
118 73 5.5606
353 296 7.8144
11 320 6.2000
125 257 4.9284
324 9 2.8251
225 150 1.5627
433 186 1.9773
15 68 7.0835
316 304 1.2085
455 34 5.1686
276 356 7.3808
31 176 9.7209
357 340 3.9049
319 294 1.5890
440 402 7.4718
494 64 0.0677
324 47 0.0717
201 380 4.7090
75 427 8.3616
447 43 3.1668
457 383 2.8725
142 444 3.8124
306 143 1.1114
318 191 3.2304
193 266 3.0683
242 467 8.4350
48 65 0.3046
122 6 0.8403
120 444 4.3668
36 378 3.0404
454 487 1.2544
370 394 8.3102
33 392 9.7834
284 58 5.4985
75 140 1.6081
5 288 5.4519
487 361 1.4500
438 165 7.7093
119 113 0.2412
472 98 0.5895
406 462 1.7253
278 199 2.5231
53 300 4.2579
35 30 2.2455
413 187 9.1339
369 388 1.7812
158 381 9.5702
160 325 7.2132
487 458 5.4191
367 289 4.5217
161 222 0.9663
457 444 9.5096
217 4 2.6787
259 187 7.6166
357 189 9.5090
242 199 7.9875
380 102 5.1717
25 456 3.4177
450 258 5.5067
339 218 4.1033
4 482 3.6794
63 390 1.8414
352 388 3.0738
360 284 4.9970
176 414 7.8838
338 107 6.1734
302 178 1.5865
312 303 2.5739
428 170 1.4559
250 414 9.9777
16 389 2.4829
471 477 6.3977
460 46 3.5508
100 422 3.3850
413 404 6.9056
46 216 7.5765
34 301 8.0578
238 444 7.4847
243 110 7.2641
185 441 6.1968
244 0 1.4170
221 446 3.0616
434 177 9.7982
277 237 8.3090
257 333 8.8147
342 322 1.9505
130 235 7.8012
390 413 1.8176
497 477 8.6504
16 381 5.7645
151 413 1.4478
428 8 4.9939
154 403 1.4530
422 0 0.6464
390 265 1.6551
222 250 1.1583
224 36 7.3085
108 29 0.3587
481 14 1.0509
312 6 8.1285
99 498 9.1804
340 320 5.1099
84 393 0.2683
44 30 2.5836
369 135 6.2198
385 86 7.7402
69 60 0.6769
330 345 0.7788
306 337 3.4491
254 223 7.2757
437 463 1.2539
368 38 6.8266
202 490 1.6854
296 17 0.4354
79 135 4.1466
417 187 0.7067
25 343 6.3273
329 235 5.8242
414 497 3.0695
91 230 3.8747
322 51 6.0234
154 205 1.8671
430 275 2.8986
197 350 5.1203
179 259 1.2967
308 266 0.6595
420 296 1.8091
282 401 6.9073
469 228 7.5355
366 194 7.6042
480 448 7.3374
440 424 4.1945
247 360 9.8916
320 180 1.9513
360 184 1.0581
234 51 4.3066
165 332 4.9248
225 209 9.6891
22 346 0.4476
93 302 8.6403
238 107 0.3459
216 303 6.0849
107 399 9.0301
303 487 6.4325
100 271 0.9046
108 398 9.7496
161 246 6.5474
371 445 4.9744
140 450 3.7783
436 312 7.6205
332 124 5.1388
226 81 4.7994
87 42 1.5763
230 58 6.7042
425 202 8.1751
165 251 1.0990
373 99 4.2362
102 417 5.0498
272 417 7.1189
124 74 9.3431
253 118 2.5383
355 282 9.2261
294 82 2.0218
440 399 6.0321
417 453 8.2010
224 467 7.1145
50 221 9.8148
128 495 1.7807
351 340 1.4760
55 456 0.5085
215 47 7.6583
411 405 1.2841
178 11 5.4099
352 391 8.3316
186 337 9.6700
183 116 3.6499
84 349 9.8589
186 16 0.6902
423 414 0.8197
460 482 1.4090
382 267 7.2914
390 295 9.8338
76 118 1.3493
234 243 5.9312
43 234 2.3027
194 486 5.1353
180 53 8.7090
385 37 3.2633
132 367 6.8472
391 257 0.0235
462 258 9.6294
160 307 3.6312
435 177 1.8685
327 365 6.7159
129 328 1.9407
262 450 5.6241
70 388 8.6690
404 172 0.0740
23 100 6.5041
357 122 9.4321
445 147 6.7335
492 300 0.8875
429 375 7.6937
13 251 6.8692
307 439 2.1245
94 197 1.2404
499 295 5.4969
248 48 4.6242
328 356 4.7897
190 316 0.2606
377 468 8.9632
204 80 8.3267
294 80 1.7109
38 421 3.9611
361 419 5.4853
355 275 9.3494
125 212 3.9451
119 253 7.3127
451 100 4.3305
246 119 7.6101
371 446 4.5425
15 13 6.1995
177 458 6.8805
355 199 4.7477
249 446 6.4132
239 84 7.4443
497 408 3.3731
488 21 9.6215
395 296 9.1764
6 281 0.8674
240 378 3.3686
208 9 7.5466
